active_from,active_to,college,height,name,position,weight,nba_3ptapg,nba_3ptpct,nba_3ptpg,nba_efgpct,nba_fg,nba_fg_per_game,nba_fga_per_game,nba_ft,nba_ft_per_g,nba_fta_p_g,nba_g_played,nba_ppg,ncaa_3ptapg,ncaa_3ptpct,ncaa_3ptpg,ncaa_efgpct,ncaa_fgapg,ncaa_fgpct,ncaa_fgpg,ncaa_ft,ncaa_ftapg,ncaa_ftpg,ncaa_games,ncaa_ppg,birth_year,career_length,bmi,age_entering_league
1990,1999,"University of California, Los Angeles",73,Pooh Richardson,G,180.0,1.7,0.32899999999999996,0.6,0.47,0.444,4.8,10.7,0.652,1.0,1.5,639,11.1,1.2,0.46399999999999997,0.6,0.542,9.6,0.513,4.9,0.624,2.7,1.7,122.0,12.0,1966.0,9,23.7,24
2001,2013,DePaul University,78,Quentin Richardson,G,223.0,4.2,0.355,1.5,0.47600000000000003,0.397,3.7,9.4,0.718,1.3,1.8,783,10.3,5.0,0.369,1.8,0.514,14.0,0.45399999999999996,6.3,0.728,4.7,3.4,64.0,17.9,1980.0,12,25.8,21
1989,2002,Kansas State University,77,Mitch Richmond,G,215.0,3.5,0.38799999999999996,1.4,0.49700000000000005,0.455,7.5,16.4,0.85,4.7,5.5,976,21.0,3.2,0.413,1.3,0.523,15.2,0.483,7.3,0.77,6.2,4.8,64.0,20.7,1965.0,13,25.5,24
1960,1960,North Carolina State University,81,John Richter,F,225.0,,,,,0.34,1.7,5.0,0.504,0.9,1.8,66,4.3,,,,,,,,,,,,,1937.0,0,24.1,23
1956,1958,Duquesne University,79,Dick Ricketts,F,215.0,,,,,0.32799999999999996,3.5,10.8,0.6920000000000001,2.2,3.2,212,9.3,,,,,17.0,0.39,6.6,0.7190000000000001,6.1,4.4,111.0,17.7,1933.0,2,24.2,23
1994,2002,"University of Nevada, Las Vegas",77,Isaiah Rider,G,215.0,3.4,0.35200000000000004,1.2,0.484,0.44299999999999995,6.4,14.4,0.812,2.8,3.4,563,16.7,6.2,0.401,2.5,0.577,17.6,0.504,8.9,0.805,5.9,4.7,55.0,24.9,1971.0,8,25.5,23
1972,1972,University of California,76,Jackie Ridgle,G,195.0,,,,,0.43200000000000005,0.6,1.4,0.731,0.6,0.8,32,1.8,,,,,,,,,,,,,1948.0,0,23.7,24
2004,2015,University of Oregon,74,Luke Ridnour,G,175.0,2.0,0.349,0.7,0.474,0.431,3.5,8.2,0.862,1.6,1.8,830,9.3,5.4,0.389,2.1,0.529,10.5,0.429,4.5,0.8590000000000001,4.1,3.5,96.0,14.6,1981.0,11,22.5,23
1947,1949,College of Wooster,71,Mel Riebe,G,180.0,,,,,0.304,4.5,14.7,0.621,1.9,3.0,146,10.8,,,,,,,,,,,,,1916.0,2,25.1,31
1968,1968,Duke University,78,Bob Riedy,F,215.0,0.0,,0.0,0.349,0.349,2.0,5.6,0.612,1.8,2.9,23,5.7,,,,,,,,,,,,,1945.0,0,24.8,23
1951,1951,Tulane University,76,Jim Riffey,F,200.0,,,,,0.35100000000000003,1.9,5.3,0.769,0.6,0.7,35,4.3,,,,,23.5,0.355,8.3,0.68,4.6,3.1,50.0,19.8,1923.0,0,24.3,28
2003,2003,,79,Antoine Rigaudeau,G,210.0,0.5,0.2,0.1,0.243,0.22899999999999998,0.7,3.2,,0.0,0.0,11,1.5,,,,,,,,,,,,,1971.0,0,23.7,32
1973,1975,University of South Carolina,82,Tom Riker,C,225.0,,,,,0.38,0.9,2.4,0.593,0.9,1.5,82,2.7,,,,,,,,,,,,,1950.0,2,23.5,23
1971,1971,Mount St. Mary's University,81,Bob Riley,F,235.0,,,,,0.444,0.6,1.3,0.556,0.7,1.3,7,1.9,,,,,,,,,,,,,1948.0,0,25.2,23
1994,1999,University of Michigan,85,Eric Riley,C,245.0,0.0,0.0,0.0,0.456,0.456,1.2,2.6,0.7040000000000001,0.7,1.1,186,3.1,0.0,0.0,0.0,0.533,4.5,0.531,2.4,0.67,2.1,1.4,126.0,6.2,1970.0,5,23.8,24
1968,1976,University of Kentucky,76,Pat Riley,G,205.0,,,,,0.414,3.1,7.4,0.705,1.3,1.8,528,7.4,,,,,15.7,0.469,7.4,0.7140000000000001,5.0,3.6,80.0,18.3,1945.0,8,25.0,23
1973,1976,University of Southern California,80,Ron Riley,F,195.0,,,,,0.419,2.5,6.0,0.691,0.8,1.2,264,5.8,,,,,,,,,,,,,1950.0,3,21.4,23
1972,1974,Saint Peter's College,75,Rich Rinaldi,G,195.0,0.2,0.0,0.0,0.389,0.389,2.0,5.0,0.735,0.9,1.2,84,4.8,,,,,,,,,,,,,1949.0,2,24.4,23
1969,1977,Providence College,76,Mike Riordan,G,200.0,,,,,0.47,4.3,9.2,0.7440000000000001,1.2,1.7,639,9.9,,,,,,,,,,,,,1945.0,8,24.3,24
1949,1958,Ohio State University,81,Arnie Risen,C,200.0,,,,,0.381,4.1,10.8,0.6990000000000001,3.8,5.4,637,12.0,,,,,,,,,,,,,1924.0,9,21.4,25
1949,1951,Eastern Kentucky University,74,Tex Ritter,G,185.0,,,,,0.348,1.7,5.0,0.674,1.8,2.6,151,5.2,,,,,,,,,,,,,1924.0,2,23.8,25
1989,1989,Temple University,82,Ramon Rivas,F,260.0,0.0,0.0,0.0,0.387,0.387,0.4,1.1,0.64,0.6,0.9,28,1.4,0.0,,0.0,0.458,4.8,0.451,2.2,0.715,3.5,2.5,94.0,6.9,1966.0,0,27.2,23
2013,2018,Duke University,76,Austin Rivers,G,200.0,2.8,0.35600000000000004,1.0,0.48100000000000004,0.42,3.5,8.4,0.65,1.4,2.1,407,9.4,4.7,0.365,1.7,0.504,11.8,0.433,5.1,0.6579999999999999,5.4,3.6,34.0,15.5,1992.0,5,24.3,21
1989,1992,University of Notre Dame,73,David Rivers,G,170.0,0.1,0.083,0.0,0.4,0.39799999999999996,1.2,3.1,0.794,0.9,1.1,114,3.4,2.8,0.406,1.1,0.485,13.5,0.442,6.0,0.813,6.1,4.9,118.0,17.4,1965.0,3,22.4,24
1984,1996,Marquette University,76,Doc Rivers,G,185.0,1.3,0.32799999999999996,0.4,0.469,0.444,3.8,8.6,0.784,2.8,3.6,864,10.9,,,,,12.2,0.478,5.8,0.615,3.6,2.2,89.0,13.9,1961.0,12,22.5,23
1948,1949,University of Colorado,75,Lee Robbins,F,175.0,,,,,0.284,1.7,6.1,0.564,1.3,2.3,47,4.8,,,,,,,,,,,,,1922.0,1,21.9,26
1968,1975,University of Tennessee,80,Red Robbins,F,190.0,0.4,0.305,0.1,0.47100000000000003,0.466,5.1,11.0,0.818,2.8,3.4,586,13.1,,,,,,,,,,,,,1944.0,7,20.9,24
2014,2018,University of Colorado,79,Andre Roberson,G,210.0,1.4,0.257,0.4,0.528,0.48200000000000004,1.9,4.0,0.467,0.4,0.9,295,4.6,1.4,0.35,0.5,0.542,7.1,0.516,3.6,0.5820000000000001,3.2,1.9,105.0,9.6,1991.0,4,23.7,23
2006,2009,University of Florida,74,Anthony Roberson,G,180.0,2.2,0.35600000000000004,0.8,0.502,0.4,1.6,3.9,0.9,0.1,0.2,65,4.1,7.2,0.402,2.9,0.556,12.5,0.444,5.5,0.8640000000000001,2.6,2.3,93.0,16.2,1983.0,3,23.1,23
1970,1976,University of Cincinnati,81,Rick Roberson,C,231.0,,,,,0.44,3.5,8.0,0.585,2.0,3.5,423,9.0,,,,,,,,,,,,,1947.0,6,24.8,23
2001,2001,"California State University, Fresno",79,Terrance Roberson,F,215.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,,0.0,0.0,3,0.0,5.7,0.37,2.1,0.537,10.7,0.43700000000000006,4.7,0.706,2.5,1.7,128.0,13.2,1976.0,0,24.2,25
1978,1984,Oral Roberts University,77,Anthony Roberts,F,185.0,0.0,0.0,0.0,0.41200000000000003,0.41200000000000003,3.2,7.7,0.6990000000000001,1.4,2.0,213,7.8,,,,,18.6,0.501,9.3,0.758,4.0,3.0,108.0,21.7,1955.0,6,21.9,23
1949,1950,University of Wyoming,81,Bill Roberts,C,210.0,,,,,0.33899999999999997,1.4,4.2,0.706,0.6,0.9,117,3.5,,,,,,,,,,,,,1925.0,1,22.5,24
2013,2017,University of Dayton,73,Brian Roberts,G,173.0,1.9,0.35600000000000004,0.7,0.47100000000000003,0.41100000000000003,2.4,5.8,0.9079999999999999,1.1,1.2,314,6.6,5.3,0.441,2.3,0.552,11.5,0.452,5.2,0.8490000000000001,3.4,2.9,125.0,15.7,1985.0,4,22.8,28
1984,1997,Brigham Young University,82,Fred Roberts,F,218.0,0.2,0.325,0.1,0.508,0.502,2.8,5.5,0.7959999999999999,1.7,2.1,818,7.3,,,,,10.6,0.546,5.8,0.7759999999999999,5.1,3.9,119.0,15.5,1960.0,13,22.8,24
1961,1968,Ohio State University,78,Joe Roberts,F,214.0,0.1,0.33299999999999996,0.0,0.381,0.381,2.3,6.0,0.637,1.2,1.8,218,5.8,,,,,,,,,,,,,1936.0,7,24.7,25
2006,2007,"Baylor University, Mississippi State University",81,Lawrence Roberts,F,240.0,0.0,0.0,0.0,0.452,0.452,1.3,2.9,0.688,1.2,1.8,87,3.8,1.7,0.302,0.5,0.475,12.1,0.45799999999999996,5.5,0.659,7.4,4.9,118.0,16.5,1982.0,1,25.7,24
1972,1977,Utah State University,80,Marv Roberts,F,200.0,0.0,0.33299999999999996,0.0,0.434,0.433,3.3,7.7,0.773,1.6,2.1,402,8.3,,,,,,,,,,,,,1950.0,5,22.0,22
1992,2000,Louisiana State University,85,Stanley Roberts,C,285.0,0.0,0.0,0.0,0.499,0.499,3.5,7.1,0.514,1.5,2.8,300,8.5,0.0,0.0,0.0,0.562,11.2,0.56,6.3,0.45899999999999996,3.5,1.6,32.0,14.1,1970.0,8,27.7,22
1985,1996,University of Arkansas,75,Alvin Robertson,G,185.0,1.0,0.295,0.3,0.49,0.47700000000000004,5.7,11.9,0.743,2.3,3.1,779,14.0,,,,,9.4,0.522,4.9,0.6559999999999999,4.0,2.6,88.0,12.5,1962.0,11,23.1,23
1961,1974,University of Cincinnati,77,Oscar Robertson,G,205.0,,,,,0.485,9.1,18.9,0.838,7.4,8.8,1040,25.7,,,,,22.4,0.535,12.0,0.78,12.7,9.9,88.0,33.8,1938.0,13,24.3,23
2000,2000,University of Kansas,77,Ryan Robertson,G,190.0,2.0,0.0,0.0,0.33299999999999996,0.33299999999999996,2.0,6.0,1.0,1.0,1.0,1,5.0,2.5,0.40700000000000003,1.0,0.538,5.2,0.445,2.3,0.802,2.2,1.8,142.0,7.4,1976.0,0,22.5,24
1978,1979,West Virginia University,76,Tony Robertson,G,195.0,,,,,0.435,2.4,5.6,0.6940000000000001,0.6,0.8,75,5.5,,,,,,,,,,,,,1956.0,1,23.7,22
1979,1986,University of Kentucky,83,Rick Robey,C,230.0,0.0,0.125,0.0,0.501,0.501,3.0,6.1,0.65,1.5,2.3,493,7.6,,,,,8.7,0.581,5.1,0.723,4.3,3.1,105.0,13.3,1956.0,7,23.5,23
2005,2007,University of Michigan,78,Bernard Robinson,G,210.0,0.2,0.161,0.0,0.42200000000000004,0.41700000000000004,1.7,4.0,0.7859999999999999,1.1,1.5,128,4.5,1.9,0.297,0.6,0.471,10.4,0.44,4.6,0.8140000000000001,3.4,2.8,120.0,12.5,1980.0,2,24.3,25
1997,1998,Western Kentucky University,77,Chris Robinson,G,200.0,2.0,0.374,0.8,0.45799999999999996,0.376,1.8,4.7,0.5710000000000001,0.3,0.6,76,4.6,3.0,0.32299999999999995,1.0,0.518,11.4,0.46799999999999997,5.4,0.6890000000000001,3.1,2.1,120.0,13.8,1974.0,1,23.7,23
1980,1992,University of Southern California,81,Cliff Robinson,F,220.0,0.1,0.184,0.0,0.469,0.46799999999999997,7.1,15.3,0.722,2.9,4.0,629,17.2,,,,,15.7,0.496,7.8,0.657,4.6,3.0,45.0,18.6,1960.0,12,23.6,20
1990,2007,University of Connecticut,82,Clifford Robinson,F,225.0,2.5,0.35600000000000004,0.9,0.475,0.43799999999999994,5.4,12.2,0.6890000000000001,2.6,3.7,1380,14.2,0.4,0.33299999999999996,0.1,0.453,12.7,0.452,5.7,0.6409999999999999,5.8,3.7,109.0,15.3,1966.0,17,23.5,24
1990,2003,United States Naval Academy,85,David Robinson,C,235.0,0.1,0.25,0.0,0.519,0.518,7.5,14.4,0.736,6.1,8.3,987,21.1,0.0,1.0,0.0,0.609,13.3,0.613,8.1,0.627,7.6,4.8,127.0,21.0,1965.0,13,22.9,25
2000,2004,University of Central Oklahoma,80,Eddie Robinson,G,210.0,0.1,0.25,0.0,0.509,0.507,3.1,6.0,0.7390000000000001,0.8,1.1,278,7.0,,,,,,,,,,,,,1976.0,4,23.1,24
1967,1974,University of Wyoming,73,Flynn Robinson,G,185.0,0.6,0.267,0.2,0.457,0.456,5.5,11.9,0.846,3.0,3.6,543,14.0,,,,,,,,,,,,,1941.0,7,24.4,26
1995,2005,Purdue University,79,Glenn Robinson,F,225.0,2.6,0.34,0.9,0.485,0.45899999999999996,8.1,17.6,0.82,3.6,4.4,688,20.7,4.6,0.385,1.8,0.522,20.7,0.479,9.9,0.773,7.7,5.9,62.0,27.5,1973.0,10,25.3,22
2015,2018,University of Michigan,78,Glenn Robinson,G,222.0,1.2,0.374,0.5,0.507,0.444,1.6,3.7,0.7070000000000001,0.6,0.9,171,4.4,2.4,0.313,0.7,0.562,8.8,0.525,4.6,0.718,2.9,2.1,76.0,12.0,1994.0,3,25.7,21
1979,1982,"University of Nevada, Las Vegas",78,Jackie Robinson,F,210.0,0.1,0.0,0.0,0.46299999999999997,0.46299999999999997,1.4,3.0,0.7,1.0,1.4,22,3.8,,,,,9.2,0.506,4.7,0.655,3.2,2.1,110.0,11.4,1955.0,3,24.3,24
2001,2001,University of Virginia,79,Jamal Robinson,F,212.0,0.3,0.0,0.0,0.136,0.136,0.5,3.7,,0.0,0.0,6,1.0,1.3,0.27,0.4,0.45,6.0,0.41,2.5,0.629,1.7,1.1,122.0,6.3,1973.0,0,23.9,28
1994,2001,University of Alabama,74,James Robinson,G,180.0,3.0,0.348,1.0,0.47,0.39399999999999996,2.8,7.0,0.6659999999999999,1.0,1.5,381,7.6,6.3,0.371,2.3,0.524,14.8,0.447,6.6,0.6970000000000001,4.8,3.4,96.0,18.9,1970.0,7,23.1,24
1991,2002,Centenary College of Louisiana,75,Larry Robinson,F,180.0,1.5,0.373,0.6,0.447,0.384,1.7,4.5,0.667,0.5,0.7,89,4.5,1.5,0.307,0.5,0.534,16.4,0.517,8.5,0.6990000000000001,4.9,3.4,60.0,20.8,1968.0,11,22.5,23
2006,2016,University of Washington,69,Nate Robinson,G,180.0,3.6,0.36,1.3,0.493,0.423,4.0,9.4,0.7959999999999999,1.7,2.2,618,11.0,4.1,0.348,1.4,0.518,11.0,0.457,5.0,0.7929999999999999,3.7,3.0,89.0,14.4,1984.0,10,26.6,22
1983,1983,University of Alabama at Birmingham,76,Oliver Robinson,G,180.0,0.3,0.091,0.0,0.366,0.361,1.0,2.8,0.667,0.9,1.3,35,2.9,,,,,11.8,0.508,6.0,0.759,4.2,3.2,92.0,15.2,1960.0,0,21.9,23
1974,1975,University of Memphis,80,Ronnie Robinson,F,200.0,0.0,0.0,0.0,0.444,0.444,2.7,6.0,0.6709999999999999,0.7,1.1,72,6.1,,,,,,,,,,,,,1951.0,1,22.0,23
1991,1997,University of Michigan,74,Rumeal Robinson,G,195.0,1.0,0.344,0.3,0.456,0.43200000000000005,3.0,7.0,0.611,1.2,2.0,336,7.6,2.1,0.41100000000000003,0.9,0.577,9.8,0.528,5.2,0.6659999999999999,5.0,3.3,100.0,14.5,1966.0,6,25.0,25
1971,1972,"California State University, Long Beach",79,Samuel Robinson,F,190.0,0.2,0.19,0.0,0.446,0.444,4.0,8.9,0.777,1.2,1.5,134,9.1,,,,,,,,,,,,,1948.0,1,21.4,23
2013,2017,University of Kansas,82,Thomas Robinson,F,237.0,0.0,0.0,0.0,0.47,0.47,2.0,4.3,0.505,0.8,1.6,313,4.9,0.1,0.5,0.1,0.535,7.2,0.525,3.8,0.606,3.6,2.2,105.0,9.8,1991.0,4,24.8,22
1975,1985,Tennessee State University,79,Truck Robinson,F,225.0,0.0,1.0,0.0,0.483,0.483,6.2,12.9,0.662,3.1,4.6,772,15.5,,,,,,,,,,,,,1951.0,10,25.3,24
1981,1981,Virginia Polytechnic Institute and State University,80,Wayne Robinson,F,217.0,0.1,0.0,0.0,0.46,0.46,2.9,6.3,0.7290000000000001,2.2,3.0,81,7.9,,,,,8.3,0.517,4.3,0.7440000000000001,3.4,2.5,115.0,11.2,1958.0,0,23.8,23
1974,1974,West Virginia University,74,Wilbert Robinson,G,175.0,0.1,0.0,0.0,0.413,0.413,3.7,8.9,0.851,1.3,1.5,45,8.6,,,,,,,,,,,,,1949.0,0,22.5,25
1976,1982,DePaul University,79,Bill Robinzine,F,230.0,0.0,0.25,0.0,0.48200000000000004,0.48200000000000004,4.1,8.6,0.7490000000000001,2.2,3.0,529,10.5,,,,,13.4,0.49200000000000005,6.6,0.762,4.5,3.4,65.0,16.6,1953.0,6,25.9,23
1972,1984,University of Kansas,82,Dave Robisch,C,235.0,0.0,0.0,0.0,0.46399999999999997,0.46399999999999997,4.3,9.3,0.7979999999999999,2.8,3.5,930,11.4,,,,,17.0,0.45799999999999996,7.8,0.682,8.2,5.6,83.0,21.1,1949.0,12,24.6,23
1948,1957,Oregon State University,81,Red Rocha,C,185.0,,,,,0.37,3.9,10.5,0.759,3.1,4.1,586,10.9,,,,,,,,,,,,,1923.0,9,19.8,25
1972,1982,University of South Carolina,75,John Roche,G,170.0,1.1,0.355,0.4,0.49,0.469,4.3,9.2,0.792,2.2,2.7,479,11.2,,,,,17.3,0.45299999999999996,7.8,0.821,8.3,6.8,85.0,22.5,1949.0,10,21.2,23
1948,1948,University of Southern California,69,Gene Rock,G,155.0,,,,,0.222,0.4,1.6,0.5,0.2,0.4,11,0.9,,,,,,,,,,,,,1921.0,0,22.9,27
1948,1948,University of California,77,Jack Rocker,C,185.0,,,,,0.364,0.9,2.4,1.0,0.1,0.1,9,1.9,,,,,,,,,,,,,1922.0,0,21.9,26
1959,1970,Temple University,73,Guy Rodgers,G,185.0,,,,,0.37799999999999995,4.6,12.2,0.721,2.4,3.4,892,11.7,,,,,18.7,0.42100000000000004,7.9,0.638,6.1,3.9,90.0,19.6,1935.0,11,24.4,24
1987,2000,Southeastern Oklahoma State University,79,Dennis Rodman,F,210.0,0.4,0.231,0.1,0.529,0.521,3.0,5.8,0.584,1.2,2.0,911,7.3,,,,,,,,,,,,,1961.0,13,23.7,26
2007,2017,,75,Sergio Rodriguez,G,176.0,1.7,0.337,0.6,0.47100000000000003,0.409,1.9,4.7,0.7390000000000001,0.5,0.7,353,4.9,,,,,,,,,,,,,1986.0,10,22.0,21
1996,1997,University of Massachusetts Amherst,79,Lou Roe,F,220.0,0.3,0.25,0.1,0.35100000000000003,0.33299999999999996,0.7,2.1,0.647,0.5,0.8,66,2.0,0.1,0.278,0.0,0.527,9.3,0.529,4.9,0.69,6.3,4.3,134.0,14.2,1972.0,1,24.8,24
1995,2002,"University of Arkansas at Little Rock, Tennessee State University",83,Carlos Rogers,C,220.0,0.4,0.258,0.1,0.545,0.536,3.0,5.6,0.562,1.3,2.3,298,7.4,0.2,0.25,0.1,0.609,12.4,0.603,7.5,0.629,6.5,4.1,79.0,19.1,1971.0,7,22.5,24
1976,1976,Saint Louis University,79,Harry Rogers,F,195.0,0.1,0.0,0.0,0.484,0.484,3.3,6.9,0.708,0.9,1.3,18,7.6,,,,,,,,,,,,,1950.0,0,22.0,26
1987,1988,"Stanford University, University of California, Irvine",82,Johnny Rogers,F,225.0,0.1,0.0,0.0,0.47200000000000003,0.47200000000000003,1.7,3.6,0.679,0.3,0.4,69,3.6,,,,,11.8,0.5379999999999999,6.4,0.8340000000000001,4.2,3.5,114.0,16.3,1963.0,1,23.5,24
1977,1977,University of Texas-Pan American,73,Marshall Rogers,G,190.0,,,,,0.371,1.7,4.5,0.9329999999999999,0.5,0.6,26,3.8,,,,,,,,,,,,,1953.0,0,25.1,24
1994,2005,Wake Forest University,79,Rodney Rogers,F,235.0,2.3,0.34700000000000003,0.8,0.494,0.451,4.2,9.2,0.69,1.8,2.6,866,10.9,1.7,0.349,0.6,0.606,13.2,0.579,7.7,0.6940000000000001,4.9,3.4,89.0,19.3,1971.0,11,26.5,23
1997,2000,University of Alabama,82,Roy Rogers,F,235.0,0.0,0.5,0.0,0.484,0.483,2.1,4.4,0.532,0.5,1.0,137,4.8,0.0,0.0,0.0,0.519,5.2,0.517,2.7,0.61,1.6,1.0,102.0,6.4,1973.0,3,24.6,24
1969,1969,University of Oklahoma,75,Willie Rogers,G,185.0,0.1,0.0,0.0,0.33799999999999997,0.33799999999999997,0.7,2.0,0.596,0.8,1.3,40,2.1,,,,,,,,,,,,,1945.0,0,23.1,24
1954,1955,Long Island University,76,Al Roges,G,195.0,,,,,0.36,2.9,8.0,0.7140000000000001,1.7,2.4,84,7.5,,,,,,,,,,,,,1930.0,1,23.7,24
1964,1964,North Carolina State University,73,Ken Rohloff,G,195.0,,,,,0.0,0.0,0.5,,0.0,0.0,2,0.0,,,,,,,,,,,,,1939.0,0,25.7,25
1949,1953,University of Kentucky,73,Kenny Rollins,G,168.0,,,,,0.309,1.9,6.3,0.75,1.0,1.3,168,4.9,,,,,,,,,,,,,1923.0,4,22.2,26
1959,1961,University of Louisville,74,Phil Rollins,G,185.0,,,,,0.385,2.0,5.1,0.649,1.1,1.7,177,5.1,,,,,,,,,,,,,1934.0,2,23.8,25
1978,1995,Clemson University,85,Tree Rollins,C,235.0,0.0,0.0,0.0,0.522,0.522,2.2,4.3,0.7,0.9,1.3,1156,5.4,,,,,10.8,0.539,5.8,0.606,2.7,1.6,110.0,13.3,1955.0,17,22.9,23
1981,1985,University of Washington,73,Lorenzo Romar,G,175.0,0.3,0.21100000000000002,0.1,0.47,0.46399999999999997,2.5,5.3,0.7490000000000001,0.9,1.2,291,5.9,,,,,6.3,0.496,3.1,0.745,1.9,1.4,55.0,7.7,1958.0,4,23.1,23
2007,2018,University of Kentucky,73,Rajon Rondo,G,186.0,1.2,0.308,0.4,0.48200000000000004,0.46299999999999997,4.4,9.5,0.605,1.3,2.2,777,10.4,1.5,0.28300000000000003,0.4,0.527,7.4,0.493,3.7,0.5770000000000001,3.3,1.9,68.0,9.6,1986.0,11,24.5,21
1970,1970,Arkansas State University,77,Jerry Rook,F,219.0,0.1,0.0,0.0,0.451,0.451,1.3,2.9,0.846,0.4,0.5,28,3.0,,,,,,,,,,,,,1943.0,0,26.0,27
1993,2004,University of Arizona,82,Sean Rooks,C,250.0,0.0,0.091,0.0,0.45899999999999996,0.45899999999999996,2.3,5.0,0.6990000000000001,1.7,2.4,749,6.2,0.1,0.556,0.0,0.566,7.6,0.5579999999999999,4.3,0.664,4.6,3.0,129.0,11.6,1969.0,11,26.1,24
2009,2018,University of Memphis,75,Derrick Rose,G,190.0,2.5,0.29600000000000004,0.7,0.473,0.451,7.4,16.4,0.821,3.5,4.2,493,19.0,2.6,0.337,0.9,0.518,10.9,0.47700000000000004,5.2,0.7120000000000001,5.1,3.7,40.0,14.9,1988.0,9,23.7,21
1995,2007,University of Michigan,80,Jalen Rose,G,210.0,2.3,0.355,0.8,0.47700000000000004,0.44299999999999995,5.3,11.9,0.8009999999999999,3.0,3.7,923,14.3,3.6,0.336,1.2,0.511,13.3,0.46399999999999997,6.2,0.738,5.4,4.0,102.0,17.5,1973.0,12,23.1,22
1997,2009,Drexel University,79,Malik Rose,F,250.0,0.1,0.177,0.0,0.43799999999999994,0.43700000000000006,2.2,5.0,0.743,1.7,2.3,813,6.2,0.2,0.292,0.1,0.554,11.1,0.5489999999999999,6.1,0.6409999999999999,7.2,4.6,120.0,16.9,1974.0,12,28.2,23
1989,1989,George Mason University,77,Rob Rose,G,180.0,0.0,,0.0,0.0,0.0,0.0,0.5,,0.0,0.0,2,0.0,,,,,,,,,,,,,1964.0,0,21.3,25
1947,1947,Saint Joseph's University,70,Petey Rosenberg,G,165.0,,,,,0.209,1.2,5.6,0.612,0.6,1.0,51,2.9,,,,,,,,,,,,,1918.0,0,23.7,29
1958,1959,University of North Carolina,76,Lennie Rosenbluth,F,190.0,,,,,0.327,1.6,5.0,0.655,0.9,1.4,82,4.2,,,,,,,,,,,,,1933.0,1,23.1,25
1947,1947,City College of New York,76,Hank Rosenstein,F,185.0,,,,,0.305,2.0,6.5,0.64,2.4,3.8,60,6.4,,,,,,,,,,,,,1920.0,0,22.5,27
1955,1957,University of Notre Dame,77,Dick Rosenthal,F,205.0,,,,,0.36200000000000004,2.6,7.1,0.7020000000000001,1.6,2.3,85,6.8,,,,,,,,,,,,,1930.0,2,24.3,25
2005,2011,Southern Methodist University,78,Quinton Ross,G,195.0,0.3,0.318,0.1,0.43200000000000005,0.419,1.7,4.0,0.711,0.6,0.9,458,4.1,4.3,0.331,1.4,0.509,10.8,0.446,4.8,0.7559999999999999,4.9,3.7,119.0,14.8,1981.0,6,22.5,24
2013,2018,University of Washington,79,Terrence Ross,F,206.0,4.4,0.371,1.6,0.517,0.42200000000000004,3.6,8.6,0.797,0.7,0.9,410,9.6,4.6,0.364,1.7,0.54,10.1,0.45299999999999996,4.6,0.764,1.8,1.4,69.0,12.3,1991.0,5,23.2,22
1990,1990,University of Tennessee,83,Doug Roth,C,255.0,0.0,0.0,0.0,0.43,0.43,0.9,2.0,0.5,0.2,0.3,42,1.9,0.8,0.4,0.3,0.486,6.9,0.47100000000000003,3.2,0.634,1.3,0.9,114.0,7.6,1967.0,0,26.0,23
1988,1990,University of Wisconsin,80,Scott Roth,F,212.0,0.5,0.29100000000000004,0.1,0.39299999999999996,0.375,1.6,4.1,0.73,1.5,2.0,160,4.7,,,,,8.5,0.491,4.2,0.745,3.0,2.3,109.0,10.6,1963.0,2,23.3,25
1947,1949,Long Island University,79,Irv Rothenberg,C,215.0,,,,,0.267,1.8,6.9,0.606,1.7,2.9,131,5.4,,,,,,,,,,,,,1921.0,2,24.2,26
1947,1948,Loyola University of Chicago,70,Mickey Rottner,G,180.0,,,,,0.29,2.4,8.4,0.478,0.5,1.1,100,5.4,,,,,,,,,,,,,1919.0,1,25.8,28
1976,1987,Central Michigan University,80,Dan Roundfield,F,205.0,0.1,0.111,0.0,0.483,0.48200000000000004,5.4,11.3,0.735,3.5,4.7,813,14.3,,,,,12.7,0.542,6.9,0.631,4.7,3.0,79.0,16.7,1953.0,11,22.5,23
1947,1949,University of Kansas,77,Giff Roux,F,195.0,,,,,0.28,1.6,5.7,0.511,0.9,1.8,151,4.1,,,,,,,,,,,,,1923.0,2,23.1,24
1987,1987,"University of Notre Dame, St. John's University",77,Ron Rowan,G,200.0,0.1,1.0,0.1,0.5,0.444,0.6,1.3,0.75,0.4,0.6,7,1.7,,,,,6.3,0.502,3.2,0.8140000000000001,1.8,1.5,100.0,7.9,1962.0,0,23.7,25
1972,1979,"University of California, Los Angeles",79,Curtis Rowe,F,225.0,,,,,0.48200000000000004,4.8,9.9,0.701,2.1,3.0,590,11.6,,,,,,,,,,,,,1949.0,7,25.3,23
1989,1990,Purdue University,80,Jim Rowinski,F,250.0,0.0,,0.0,0.41700000000000004,0.41700000000000004,0.7,1.6,0.8440000000000001,1.2,1.4,23,2.5,,,,,6.2,0.501,3.1,0.6729999999999999,3.2,2.1,65.0,8.3,1961.0,1,27.5,28
1986,1986,State University of New York at Potsdam,77,Derrick Rowland,G,195.0,0.0,,0.0,0.33299999999999996,0.33299999999999996,0.5,1.5,0.5,0.5,1.0,2,1.5,,,,,,,,,,,,,1959.0,0,23.1,27
